app,good_count,bad_count,total_count
com.klikpeta.mbi,1,0,1
com.stable_diffusion_mobile,1,0,1
gps.map.mapcamera.locationonphoto.geotagging,1,0,1
hub.browser.video.downloader.saver,1,0,1
hubx.whois.ai.search,1,0,1
id.pentacode.bintang,1,0,1
smartapps38.video.downloader.forpinterest,1,0,1
com.EdiresaApps.FlashDiscoteca,1,0,1
bigtokapp.zz,1,0,1
com.fualmahfudz.walisantri,1,0,1
com.id433zk.ntla149,1,0,1
com.milapp.milapppro,1,0,1
com.va.fiqihimamsyafiilengkap,1,0,1
com.appxy.tinyscanner,1,0,1
com.bm.pulsagram,1,0,1
com.clogica.videoeditor,1,0,1
com.stardev.pasaran,1,0,1
com.starstudio.harga_antam,1,0,1
space.gurtam.ruhavik,1,0,1
com.cube.out.jam.puzzle,1,0,1
com.id7nusaslots.ntnusaslotsct2,1,0,1
id.co.tirtaalamtarakan.my,1,0,1
moqbit.project.zero,1,0,1
fast.safe.guard.vpn,1,0,1
com.YN2zhanshi.app,1,0,1
com.github.shadowsocks,1,0,1
com.ihcg.qsnve669.xwrulue,1,0,1
com.promptfinder.aiimageprompts,1,0,1
com.sg.sgu.sun,1,0,1
com.socialapps.calculator,1,0,1
com.ukk.t6,1,0,1
com.vrem.wifianalyzer,1,0,1
org.uxeer.speedtest,1,0,1
app.teli,1,0,1
air.ExtraLives,1,0,1
air.SuperCity,1,0,1
air.WRCareer,1,0,1
com.MDickie.WrestlingEmpire,1,0,1
com.amg.fakechatprank,1,0,1
com.cg.cowboy,1,0,1
com.ffskintool.ffs,1,0,1
com.pixticle.bokuboku,1,0,1
com.royalappcode.translation.voice.language.chat.interpreter,1,0,1
com.oppo.quicksearchbox,1,0,1
com.myfreshmart,1,0,1
com.outfit7.mytalkingangelafree,1,0,1
com.ction.playergames,1,0,1
com.cutie.happycall,1,0,1
com.jixit.qibladirection.salahtimes,1,0,1
com.moonfrog.ludo.club,1,0,1
com.smarttools.xbrowser.videodownloader,1,0,1
com.wardigi.wmcosmetic.app_wmcometic,1,0,1
com.beatmusicplayer.app,1,0,1
darbuka.android.game.percussion,1,0,1
org.chromium.webapk.a1302bf278e4314d2_v2,1,0,1
org.chromium.webapk.a58066fb758689c3a_v2,1,0,1
rebana.daf.qasidah,1,0,1
com.metasun.mobile,1,0,1
com.gearup.booster,1,0,1
com.HERO388,1,0,1
com.dragontreasure.dragonluck.qwety,1,0,1
com.gapslot,1,0,1
iApp.Ringtone,1,0,1
com.mah.soli.senior,1,0,1
com.ntla473.zvzmjid,1,0,1
com.souryator.pdftojpg,1,0,1
com.vibhorsrv.cameraids,1,0,1
net.easyconn.carman.wws,1,0,1
com.accor.appli.hybrid,1,0,1
com.tos.contact,1,0,1
indianbhabhi.livechat.dating,1,0,1
com.imyfone.anytoandroid,1,0,1
com.kamagames.pokerist,1,0,1
com.ptfarm.pokerrrr,1,0,1
com.smartcontrol.remoteac.universalapp.airconditioner,1,0,1
com.xd.xdtglobal.gp,1,0,1
bt.photo.video.lock.album,1,0,1
com.rongrit.putrarafflesia,1,0,1
org.chromium.webapk.a082cb8c16f5793df_v2,1,0,1
com.rhbsyariah.tradesmart,1,0,1
com.googlebusinessprofilegrowthmanager,1,0,1
com.id8svip2.ntla38,1,0,1
org.chromium.webapk.a777dfaf9c8b7d17d_v2,1,0,1
com.actionlauncher.playstore,1,0,1
com.droidot.yasiin,1,0,1
com.ogden.memo,1,0,1
bounce.Dress.Up.Anime,1,0,1
com.battlecreek.americanmarksman,1,0,1
com.Jewel.towerflip,1,0,1
com.brainfun.tilecrash.tilematch.puzzle,1,0,1
com.bylbaycjd.luckyfarm,1,0,1
com.bylbfly.crazyfruit,1,0,1
com.candy.spin.smash.gp,1,0,1
com.cartoonphoto.toonapp.cartoonavatar,1,0,1
com.compass.map.digitalcompass,1,0,1
com.crazyfruit.star,1,0,1
com.crescivegames.twistedtangle,1,0,1
com.ddezsb.hbbm,1,0,1
com.dealer.bingo.game,1,0,1
com.eco.coralblast,1,0,1
com.emicalculator.investment.financialtools.loanplanner.easyemi,1,0,1
com.filtersai.photoeditorintelligent.smartstudio,1,0,1
com.fruitbubbleboom.free,1,0,1
com.healthandfitness.pedometer.steptracker,1,0,1
com.hidden.difference.puzzle.happy.crazy.art.game,1,0,1
com.icemobile.albertheij,1,0,1
com.jeweltycoon.android,1,0,1
com.magiclab.luckyball,1,0,1
com.magiclab.quiz,1,0,1
com.matchtilegame.game,1,0,1
com.momokmonijy.funnyoparkgreatgg,1,0,1
com.mp3.music.downloader.free.app,1,0,1
com.rich.person.roll,1,0,1
com.solucyslot,1,0,1
com.sp.protector.free,1,0,1
com.step.luckyrunning,1,0,1
com.stepwin.earn.walkmoney,1,0,1
com.tunecho.music,1,0,1
com.uwofncda.crafruits,1,0,1
